app_id	nb_instances	core	memory	inter_degree	inter_aff
1576	2	1	8	0	[]
1577	1	4	8	0	[]
1578	1	4	8	1	[(2917, 0)]
1579	45	6	8	3	[(7130, 1), (3731, 0), (798, 0)]
1580	1	1	8	0	[]
1581	1	1	1	0	[]
1582	1	1	8	0	[]
1583	1	1	8	0	[]
1584	2	1	8	1	[(4895, 0)]
1585	1	4	8	0	[]
1586	4	1	8	0	[]
1587	21	8	32	12	[(5366, 0), (8221, 0), (730, 0), (1637, 0), (2962, 0), (1021, 0), (6715, 0), (6745, 0), (3283, 0), (6659, 0), (782, 0), (6628, 0)]
1588	2	4	8	0	[]
1589	5	1	8	1	[(8554, 2)]
1590	2	1	6	0	[]
1591	1	1	8	0	[]
1592	43	3	8	7	[(2767, 0), (3321, 0), (8199, 0), (7733, 0), (2910, 0), (798, 0), (6659, 0)]
1593	9	2	8	9	[(7338, 0), (7880, 0), (4153, 2), (6076, 0), (8994, 0), (8842, 0), (3590, 0), (3634, 0), (147, 0)]
1594	4	1	2	0	[]
1595	1	1	8	0	[]
1596	3	12	16	1	[(3602, 2)]
1597	1	1	3	0	[]
1598	2	1	8	0	[]
1599	139	3	8	8	[(6339, 0), (3574, 2), (8758, 1), (6659, 0), (1062, 0), (2752, 2), (7636, 1), (6408, 0)]
1600	1	1	8	0	[]
1601	1	2	16	0	[]
1602	51	6	8	8	[(9138, 0), (3718, 0), (3283, 0), (1534, 0), (3077, 0), (6659, 0), (1435, 0), (4894, 0)]
1603	1	2	8	0	[]
1604	2	1	8	0	[]
1605	2	1	8	0	[]
1606	2	2	32	49	[(3368, 1), (7626, 2), (5080, 1), (6061, 1), (3284, 1), (2739, 1), (3241, 1), (3414, 1), (7045, 2), (4661, 2), (8587, 2), (1741, 2), (3942, 2), (5135, 2), (2851, 1), (8347, 2), (7217, 2), (1328, 2), (5363, 2), (3117, 1), (4221, 1), (6381, 2), (4520, 2), (7392, 2), (4994, 2), (1637, 1), (4014, 2), (6185, 2), (273, 1), (4210, 2), (4275, 2), (5420, 2), (8834, 2), (80, 2), (4550, 1), (2175, 2), (6034, 2), (6385, 2), (7555, 2), (3321, 1), (4048, 2), (5905, 2), (8707, 2), (3039, 1), (4630, 2), (8162, 1), (6082, 1), (6060, 2), (4710, 2)]
1607	1	1	8	0	[]
1608	1	1	8	0	[]
1609	2	2	8	0	[]
1610	1	4	8	0	[]
1611	1	1	6	0	[]
1612	2	1	8	0	[]
1613	1	1	2	0	[]
1614	1	2	8	0	[]
1615	2	1	8	0	[]
1616	5	1	8	0	[]
1617	1	4	8	0	[]
1618	3	1	8	0	[]
1619	1	2	6	0	[]
1620	1	1	8	0	[]
1621	2	1	8	0	[]
1622	1	1	1	0	[]
1623	2	1	2	1	[(1919, 1)]
1624	18	6	8	16	[(3806, 0), (5558, 0), (4467, 2), (28, 0), (5710, 0), (3593, 0), (2838, 0), (482, 0), (5691, 0), (4543, 0), (1834, 0), (8460, 0), (6118, 1), (8883, 0), (1195, 0), (6408, 0)]
1625	2	1	8	0	[]
1626	1	1	8	0	[]
1627	2	1	8	0	[]
1628	2	1	2	0	[]
1629	1	1	8	0	[]
1630	2	4	8	0	[]
1631	1	1	8	0	[]
1632	1	4	8	0	[]
1633	1	1	8	0	[]
1634	5	6	8	0	[]
1635	52	2	8	2	[(6559, 0), (798, 0)]
1636	1	1	8	0	[]
1637	137	24	60	70	[(7626, 2), (3367, 2), (5080, 1), (7716, 2), (6097, 2), (4608, 2), (7033, 2), (3284, 1), (6082, 1), (3414, 1), (6061, 1), (6659, 0), (7045, 2), (4661, 2), (8587, 2), (1741, 2), (6831, 2), (5135, 2), (255, 2), (8535, 2), (8347, 2), (2049, 2), (7217, 2), (1328, 2), (5363, 2), (3117, 1), (7102, 2), (4221, 1), (9031, 2), (3942, 2), (1606, 0), (6381, 2), (4520, 2), (7392, 2), (4994, 2), (4014, 2), (2353, 2), (6185, 2), (6104, 2), (3370, 0), (4210, 2), (4275, 2), (5420, 2), (8834, 2), (1378, 2), (4037, 2), (2688, 2), (80, 2), (4550, 1), (2175, 2), (3928, 2), (6385, 2), (6034, 2), (704, 2), (4011, 2), (6429, 2), (3270, 2), (4048, 2), (737, 2), (5905, 2), (5437, 0), (6683, 2), (8707, 2), (3039, 1), (4630, 2), (8162, 1), (3321, 1), (6060, 2), (7555, 2), (4710, 2)]
1638	4	1	8	0	[]
1639	100	2	8	101	[(707, 2), (8688, 1), (1919, 0), (6568, 2), (1019, 2), (5557, 2), (8282, 1), (8002, 1), (8826, 2), (2924, 1), (3653, 0), (5730, 1), (5353, 1), (8152, 0), (6839, 1), (996, 0), (2551, 0), (8290, 2), (303, 1), (6140, 2), (6013, 2), (4911, 2), (6288, 2), (1260, 1), (2211, 2), (693, 1), (7199, 0), (1298, 0), (2480, 0), (6553, 1), (1665, 0), (1880, 2), (4611, 1), (7055, 0), (5605, 2), (3083, 1), (8852, 0), (3830, 2), (2856, 2), (7534, 0), (3000, 1), (2961, 1), (6053, 1), (2911, 2), (6129, 0), (5825, 0), (4118, 2), (7508, 2), (9049, 0), (3582, 2), (4170, 0), (7631, 2), (9078, 0), (1169, 2), (182, 0), (6534, 0), (2143, 2), (6670, 1), (6695, 1), (8412, 2), (1494, 2), (5926, 2), (1742, 1), (4656, 0), (9036, 2), (4042, 2), (4921, 1), (4916, 0), (5767, 0), (4736, 1), (7723, 1), (5271, 0), (6237, 0), (4198, 2), (8522, 2), (5501, 0), (6031, 2), (1338, 0), (7091, 0), (7879, 2), (445, 2), (5381, 1), (8095, 2), (798, 0), (3388, 2), (1671, 2), (4085, 2), (7730, 1), (4244, 2), (4652, 2), (1700, 1), (2139, 1), (7119, 2), (3049, 1), (5220, 0), (6646, 0), (5725, 2), (4996, 2), (2558, 2), (3144, 0), (1834, 0)]
1640	13	2	8	0	[]
1641	12	3	8	4	[(1674, 1), (6537, 2), (798, 0), (7317, 2)]
1642	2	1	1	0	[]
1643	4	2	8	0	[]
1644	15	2	8	1	[(7267, 0)]
1645	5	1	8	0	[]
1646	2	1	8	0	[]
1647	5	2	8	0	[]
1648	4	1	8	0	[]
1649	1	2	8	0	[]
1650	2	1	8	0	[]
1651	2	1	8	0	[]
1652	7	3	8	1	[(798, 0)]
1653	2	1	8	16	[(8967, 0), (3565, 0), (3894, 0), (2483, 0), (5101, 0), (5864, 0), (8643, 0), (1195, 0), (4146, 0), (2488, 0), (3480, 0), (8702, 0), (7919, 0), (7438, 0), (7007, 0), (4114, 0)]
1654	7	16	32	0	[]
1655	1	4	8	0	[]
1656	2	1	8	0	[]
1657	3	6	8	0	[]
1658	2	6	8	0	[]
1659	2	1	8	0	[]
1660	1	4	8	0	[]
1661	2	2	8	0	[]
1662	23	3	8	2	[(3358, 1), (7730, 0)]
1663	2	3	8	4	[(3908, 0), (8011, 0), (798, 0), (2980, 0)]
1664	4	1	8	0	[]
1665	2	1	8	0	[]
1666	1	6	3	0	[]
1667	1	1	8	0	[]
1668	10	2	8	1	[(2134, 0)]
1669	1	1	8	0	[]
1670	2	1	8	0	[]
1671	1	1	1	0	[]
1672	1	4	8	1	[(6659, 0)]
1673	8	4	8	1	[(798, 0)]
1674	2	1	8	0	[]
1675	2	2	16	0	[]
1676	4	6	8	0	[]
1677	2	2	8	0	[]
1678	1	1	8	0	[]
1679	2	1	8	0	[]
1680	1	1	8	0	[]
1681	1	1	8	1	[(4412, 1)]
1682	2	1	1	0	[]
1683	71	5	8	10	[(80, 2), (9138, 0), (6347, 0), (1904, 2), (3904, 2), (5368, 1), (7522, 2), (8223, 1), (4829, 2), (6408, 0)]
1684	2	1	8	0	[]
1685	1	1	1	0	[]
1686	2	4	8	1	[(351, 2)]
1687	2	1	8	0	[]
1688	2	3	8	0	[]
1689	2	1	8	0	[]
1690	2	4	8	0	[]
1691	2	1	8	0	[]
1692	1	1	8	0	[]
1693	1	1	8	0	[]
1694	2	1	1	0	[]
1695	2	6	8	0	[]
1696	1	2	8	0	[]
1697	2	1	8	0	[]
1698	2	1	1	0	[]
1699	2	1	8	0	[]
1700	15	6	16	5	[(673, 2), (3266, 0), (7998, 0), (6597, 0), (798, 0)]
1701	1	1	8	0	[]
1702	1	1	8	0	[]
1703	21	1	16	2	[(4522, 0), (3183, 0)]
1704	1	1	6	1	[(798, 0)]
1705	49	2	8	19	[(5536, 2), (1335, 1), (6442, 0), (9033, 0), (4471, 1), (2831, 1), (4421, 2), (3001, 1), (7465, 1), (5368, 1), (5022, 0), (9224, 1), (5958, 0), (2473, 2), (6659, 0), (8733, 0), (22, 2), (6408, 0), (6381, 2)]
1706	1	4	8	0	[]
1707	2	1	8	0	[]
1708	5	3	8	1	[(8567, 2)]
1709	1	1	8	0	[]
1710	6	2	8	1	[(6659, 0)]
1711	1	1	8	0	[]
1712	1	1	1	0	[]
1713	2	1	8	0	[]
1714	1	1	7	0	[]
1715	3	1	8	0	[]
1716	2	1	8	0	[]
1717	1	4	8	1	[(4412, 1)]
1718	2	2	8	0	[]
1719	1	1	8	0	[]
1720	2	1	8	3	[(3574, 0), (513, 0), (6381, 0)]
1721	2	4	8	0	[]
1722	8	1	8	0	[]
1723	100	2	2	8	[(5387, 0), (6956, 1), (7481, 2), (8033, 2), (8490, 2), (7173, 2), (6283, 1), (1510, 0)]
1724	4	1	8	0	[]
1725	3	1	8	0	[]
1726	3	1	8	0	[]
1727	2	6	8	0	[]
1728	139	6	8	21	[(6880, 0), (3284, 0), (6659, 0), (5828, 1), (4667, 0), (1356, 0), (7333, 0), (5177, 0), (5239, 0), (208, 1), (702, 0), (5313, 0), (1851, 0), (6250, 0), (6261, 0), (4797, 0), (7102, 0), (7092, 0), (798, 0), (9264, 0), (3370, 0)]
1729	7	1	8	0	[]
1730	4	1	8	0	[]
1731	2	2	8	0	[]
1732	2	1	8	0	[]
1733	8	1	1	0	[]
1734	5	5	8	0	[]
1735	4	2	8	1	[(7126, 1)]
1736	4	1	8	1	[(6659, 0)]
1737	2	1	2	0	[]
1738	4	1	8	0	[]
1739	2	1	3	0	[]
1740	4	1	8	5	[(3108, 1), (8273, 2), (7414, 0), (4576, 1), (7511, 2)]
1741	1	2	16	62	[(3368, 2), (7626, 2), (3367, 2), (5080, 1), (7716, 2), (6097, 2), (4608, 2), (7033, 2), (3284, 1), (6082, 1), (3414, 1), (6061, 1), (7045, 2), (8587, 2), (6831, 2), (255, 2), (8535, 2), (2851, 2), (8347, 2), (2049, 2), (7217, 2), (1328, 2), (3117, 1), (7102, 2), (4221, 1), (9031, 2), (3942, 2), (1606, 2), (4520, 2), (7392, 2), (1637, 2), (4014, 2), (6185, 2), (3241, 2), (6104, 2), (273, 2), (4210, 2), (4275, 2), (2739, 2), (8834, 2), (1378, 2), (4037, 2), (2688, 2), (80, 2), (4550, 1), (3928, 2), (6034, 2), (704, 2), (4011, 2), (6429, 2), (3270, 2), (4048, 2), (737, 2), (5905, 2), (6683, 2), (8707, 2), (3039, 1), (4630, 2), (8162, 1), (3321, 1), (6385, 2), (4710, 2)]
1742	11	1	8	1	[(7889, 1)]
1743	2	1	8	0	[]
1744	15	3	8	3	[(5064, 1), (1949, 1), (798, 0)]
1745	1	4	16	0	[]
1746	13	2	8	8	[(3912, 0), (8971, 0), (6694, 0), (5436, 0), (3091, 0), (5065, 0), (782, 0), (4579, 0)]
1747	1	1	8	0	[]
1748	5	2	16	1	[(4895, 0)]
1749	3	1	2	0	[]
1750	1	4	16	0	[]
1751	5	1	8	0	[]
1752	2	1	8	0	[]
1753	1	1	7	0	[]
1754	2	1	8	0	[]
1755	1	1	1	0	[]
1756	2	1	1	1	[(5655, 1)]
1757	6	2	16	1	[(762, 1)]
1758	11	2	2	1	[(5547, 2)]
1759	2	1	8	1	[(2917, 0)]
1760	7	4	8	1	[(798, 0)]
1761	2	6	8	0	[]
1762	5	5	8	1	[(4996, 1)]
1763	1	2	8	0	[]
1764	2	1	2	1	[(8002, 2)]
1765	1	1	8	0	[]
1766	7	1	8	0	[]
1767	2	1	2	0	[]
1768	3	1	8	0	[]
1769	1	2	8	0	[]
1770	6	3	8	0	[]
1771	2	3	8	2	[(7321, 2), (9303, 1)]
1772	17	2	8	3	[(6659, 0), (7074, 1), (798, 0)]
1773	11	5	2	2	[(3688, 0), (646, 2)]
1774	2	1	8	0	[]
1775	2	1	8	0	[]
1776	1	4	8	0	[]
1777	26	12	2	2	[(6659, 0), (800, 2)]
1778	228	12	16	60	[(1416, 0), (7279, 0), (1884, 0), (7716, 0), (6911, 0), (798, 0), (6269, 0), (3414, 0), (6683, 0), (8500, 0), (8069, 0), (7309, 0), (3886, 0), (5366, 0), (191, 0), (5953, 0), (7443, 0), (2061, 0), (7217, 0), (8842, 0), (9095, 0), (290, 0), (6421, 0), (8223, 1), (1059, 0), (1356, 0), (6381, 0), (5418, 0), (7386, 2), (8221, 0), (7338, 0), (738, 0), (3343, 0), (1637, 0), (9127, 0), (3108, 0), (4708, 0), (1599, 0), (5022, 0), (1855, 2), (3327, 0), (1222, 0), (2850, 0), (7486, 0), (4495, 0), (585, 2), (9047, 0), (6003, 0), (3321, 0), (9163, 0), (1405, 0), (208, 0), (5548, 0), (3994, 0), (5905, 0), (3890, 0), (3183, 0), (704, 0), (188, 0), (6622, 0)]
1779	3	6	16	0	[]
1780	2	1	8	1	[(1919, 0)]
1781	17	5	8	24	[(6495, 0), (9077, 0), (6659, 0), (4667, 0), (585, 0), (6450, 0), (2224, 0), (2082, 0), (5363, 0), (2148, 0), (8221, 0), (1356, 0), (6381, 2), (9106, 0), (6123, 0), (8429, 1), (7268, 0), (6185, 0), (8931, 0), (846, 0), (9145, 2), (3590, 0), (312, 0), (3395, 0)]
1782	14	2	16	0	[]
1783	2	1	8	0	[]
1784	22	1	8	1	[(798, 0)]
1785	4	1	8	0	[]
1786	11	5	8	6	[(1416, 0), (4341, 2), (6531, 0), (5905, 0), (1728, 0), (8653, 0)]
1787	2	4	8	0	[]
1788	7	6	16	14	[(3343, 2), (3169, 0), (3459, 2), (2234, 1), (1983, 1), (8716, 1), (5427, 2), (562, 2), (9084, 1), (2225, 1), (208, 1), (2952, 1), (2185, 1), (8626, 2)]
1789	2	2	8	0	[]
1790	4	2	8	0	[]
1791	1	1	8	0	[]
1792	1	4	8	0	[]
1793	24	3	8	12	[(1326, 1), (971, 1), (2018, 0), (206, 1), (4011, 2), (122, 2), (4825, 2), (3370, 0), (77, 0), (6659, 0), (8223, 1), (8429, 1)]
1794	1	1	8	0	[]
1795	4	1	2	2	[(6744, 2), (4007, 0)]
1796	15	4	3	6	[(8606, 2), (2264, 2), (5959, 0), (3628, 0), (2725, 0), (1971, 1)]
1797	3	12	16	1	[(4325, 2)]
1798	2	1	8	0	[]
1799	1	4	8	0	[]
1800	6	2	8	2	[(4863, 1), (798, 0)]
1801	1	1	8	0	[]
1802	2	1	8	0	[]
1803	2	1	8	0	[]
1804	10	2	8	0	[]
1805	7	2	8	1	[(1781, 0)]
1806	1	1	2	0	[]
1807	1	1	8	0	[]
1808	2	4	16	0	[]
1809	1	1	8	0	[]
1810	6	1	7	2	[(4749, 1), (147, 2)]
1811	1	1	8	0	[]
1812	1	1	8	0	[]
1813	9	1	8	5	[(4877, 2), (1683, 2), (7733, 2), (4825, 2), (8767, 2)]
1814	1	1	2	0	[]
1815	2	1	8	0	[]
1816	2	1	8	0	[]
1817	1	1	1	0	[]
1818	1	1	8	0	[]
1819	3	1	8	0	[]
1820	2	1	8	0	[]
1821	12	1	8	0	[]
1822	10	4	16	1	[(1449, 0)]
1823	1	1	2	0	[]
1824	2	1	8	0	[]
1825	2	4	8	0	[]
1826	1	1	16	0	[]
1827	2	1	8	0	[]
1828	2	1	8	0	[]
1829	2	1	8	1	[(8537, 1)]
1830	2	1	8	0	[]
1831	2	1	1	0	[]
1832	3	1	16	0	[]
1833	3	2	8	0	[]
1834	21	4	8	23	[(8636, 0), (4815, 0), (1919, 1), (5102, 1), (2680, 0), (3846, 0), (5118, 0), (4337, 0), (4611, 1), (8002, 1), (8414, 0), (7863, 2), (5526, 2), (3271, 0), (1671, 2), (6281, 0), (9087, 0), (5617, 0), (4941, 0), (1335, 0), (8130, 0), (5856, 0), (2301, 1)]
1835	1	1	8	0	[]
1836	4	1	8	0	[]
1837	6	1	3	0	[]
1838	2	1	8	0	[]
1839	2	1	8	0	[]
1840	3	1	8	0	[]
1841	4	1	8	0	[]
1842	2	1	1	0	[]
1843	4	1	8	0	[]
1844	1	1	3	0	[]
1845	2	2	8	0	[]
1846	1	4	8	0	[]
1847	1	8	8	0	[]
1848	5	3	8	14	[(5511, 1), (3902, 1), (7733, 1), (6911, 0), (5873, 1), (4698, 2), (82, 2), (9052, 2), (1024, 2), (4543, 1), (3183, 0), (8028, 2), (782, 1), (4581, 2)]
1849	2	1	3	0	[]
1850	1	2	10	0	[]
1851	2	1	8	1	[(2850, 2)]
1852	2	1	2	0	[]
1853	5	1	8	0	[]
1854	1	1	8	0	[]
1855	47	3	16	3	[(6659, 0), (8223, 2), (4471, 1)]
1856	2	1	8	1	[(2917, 0)]
1857	3	1	8	0	[]
1858	52	1	8	14	[(976, 0), (5341, 2), (4601, 0), (8723, 0), (2467, 0), (2475, 0), (6414, 1), (5696, 2), (1110, 0), (9057, 0), (7350, 0), (6909, 0), (762, 0), (798, 0)]
1859	1	1	8	0	[]
1860	1	1	2	0	[]
1861	4	1	8	0	[]
1862	2	1	8	0	[]
1863	60	6	8	16	[(7798, 0), (1026, 0), (1173, 0), (3283, 0), (8571, 1), (8284, 0), (8641, 0), (4129, 0), (6919, 1), (6133, 0), (2448, 1), (7969, 0), (1335, 0), (5699, 0), (338, 0), (1161, 0)]
1864	4	5	8	0	[]
1865	2	1	8	0	[]
1866	2	1	2	1	[(4769, 0)]
1867	1	1	6	0	[]
1868	3	1	8	0	[]
1869	3	1	8	0	[]
1870	1	1	16	0	[]
1871	4	2	8	1	[(1919, 0)]
1872	4	2	8	0	[]
1873	2	1	8	0	[]
1874	3	1	8	0	[]
1875	3	1	8	0	[]
1876	2	1	8	0	[]
1877	4	1	8	3	[(3702, 0), (7794, 0), (8717, 0)]
1878	6	1	8	0	[]
1879	1	36	37	0	[]
1880	2	1	4	0	[]
1881	2	1	2	0	[]
1882	1	4	8	0	[]
1883	4	1	8	1	[(5533, 2)]
1884	212	10	16	14	[(1778, 0), (4499, 1), (1287, 0), (2850, 0), (6710, 2), (5054, 2), (5862, 0), (2488, 2), (5691, 0), (7348, 0), (3907, 2), (6659, 0), (798, 0), (4943, 0)]
1885	2	1	8	0	[]
1886	2	1	5	0	[]
1887	11	1	8	3	[(7217, 0), (4048, 0), (6381, 2)]
1888	2	2	8	0	[]
1889	12	1	8	0	[]
1890	2	1	2	0	[]
1891	2	1	8	8	[(8966, 4), (276, 4), (6490, 4), (233, 3), (7443, 4), (5879, 3), (147, 3), (6693, 4)]
1892	2	1	8	0	[]
1893	3	1	8	0	[]
1894	2	3	8	0	[]
1895	3	4	8	1	[(435, 2)]
1896	1	4	8	0	[]
1897	1	1	8	0	[]
1898	4	2	8	0	[]
1899	6	2	8	3	[(7291, 2), (4323, 2), (6232, 2)]
1900	50	1	16	247	[(5555, 0), (2788, 1), (6880, 0), (7905, 0), (3384, 1), (5, 0), (1059, 0), (1561, 1), (6021, 1), (7444, 0), (5812, 0), (3306, 1), (161, 1), (2658, 2), (901, 0), (1318, 1), (6568, 0), (9182, 0), (2070, 1), (1541, 0), (4978, 0), (2263, 0), (576, 0), (1705, 0), (3030, 1), (2890, 0), (4912, 0), (1407, 1), (2089, 1), (290, 0), (2612, 0), (8317, 0), (8643, 1), (4698, 0), (7798, 1), (2849, 0), (6235, 0), (3235, 1), (3542, 0), (1522, 0), (1483, 2), (3950, 0), (1889, 1), (8767, 0), (1024, 0), (3286, 0), (4930, 1), (1222, 0), (275, 1), (3534, 0), (5820, 0), (4083, 0), (6440, 2), (1456, 2), (3952, 0), (4289, 0), (3021, 0), (3359, 0), (8852, 2), (5438, 0), (7237, 1), (702, 0), (8144, 1), (4373, 0), (5462, 0), (6103, 0), (2798, 0), (5261, 0), (6777, 0), (8683, 0), (1408, 0), (6911, 0), (7184, 1), (8116, 0), (5740, 0), (2831, 1), (3199, 0), (7998, 0), (7472, 0), (5000, 0), (74, 0), (1793, 0), (958, 1), (8593, 2), (7064, 0), (1310, 0), (6545, 1), (6108, 1), (3701, 0), (2029, 2), (3265, 2), (3091, 0), (2486, 1), (2129, 0), (6823, 1), (4063, 1), (3979, 1), (1298, 0), (4459, 1), (618, 0), (7338, 0), (8051, 1), (2020, 1), (6943, 0), (7364, 1), (2709, 1), (626, 0), (1977, 0), (803, 0), (6991, 0), (4385, 0), (1449, 1), (5350, 0), (1912, 0), (1780, 1), (2923, 1), (8130, 0), (6117, 0), (1152, 0), (6605, 1), (1195, 0), (3158, 1), (460, 1), (2703, 0), (3628, 0), (1973, 0), (7773, 0), (3011, 0), (5876, 0), (3843, 0), (5449, 1), (8313, 0), (5917, 0), (25, 1), (4170, 0), (4517, 0), (3585, 1), (3593, 0), (1995, 0), (4393, 0), (5476, 0), (7624, 1), (536, 0), (3088, 0), (893, 0), (7246, 1), (2019, 0), (7963, 0), (726, 0), (2090, 0), (8684, 1), (3400, 0), (8084, 0), (2229, 1), (473, 0), (3410, 0), (4335, 0), (169, 1), (2186, 0), (2214, 0), (695, 1), (2319, 0), (4648, 0), (2484, 1), (1487, 0), (4863, 2), (3936, 0), (4889, 1), (8490, 0), (2053, 2), (8392, 0), (5670, 2), (3054, 1), (1962, 0), (7148, 0), (3864, 0), (3693, 2), (580, 0), (7543, 0), (5602, 0), (7733, 0), (7067, 0), (7199, 0), (1346, 0), (7401, 0), (5796, 2), (1582, 0), (9209, 0), (4647, 0), (8434, 0), (292, 1), (9243, 1), (7599, 0), (6147, 0), (523, 1), (5244, 1), (4611, 0), (8554, 0), (7145, 1), (6837, 0), (4412, 2), (3126, 0), (6659, 0), (4667, 0), (3343, 0), (7302, 0), (7106, 2), (2900, 0), (7576, 1), (5971, 0), (8774, 0), (1509, 0), (3009, 1), (8648, 0), (4674, 0), (1455, 0), (5585, 1), (6864, 1), (1391, 0), (3802, 0), (6212, 1), (2767, 0), (5996, 2), (4749, 0), (3731, 0), (3479, 0), (6091, 1), (6128, 1), (3327, 0), (1592, 1), (4815, 0), (5515, 1), (8106, 0), (3106, 1), (7504, 0), (4491, 0), (4499, 1), (256, 0), (6726, 0), (7178, 1), (2485, 1), (1229, 2), (5884, 2), (7853, 0), (3183, 0), (8708, 1), (8816, 1)]
1901	4	1	8	0	[]
1902	1	1	1	0	[]
1903	2	1	8	0	[]
1904	60	1	8	12	[(1356, 0), (7627, 0), (8451, 0), (5239, 0), (4048, 0), (3250, 0), (3987, 0), (5490, 0), (6659, 0), (208, 1), (3370, 0), (8653, 0)]
1905	10	1	8	7	[(3070, 0), (8783, 0), (4825, 0), (5220, 2), (6803, 1), (8207, 1), (2541, 2)]
1906	3	1	8	0	[]
1907	1	1	8	0	[]
1908	2	1	8	0	[]
1909	2	1	1	0	[]
1910	1	1	2	0	[]
1911	2	5	8	0	[]
1912	2	1	2	0	[]
1913	2	1	8	0	[]
1914	2	1	8	0	[]
1915	25	12	16	0	[]
1916	28	12	6	1	[(6152, 0)]
1917	1	1	8	0	[]
1918	3	1	1	0	[]
1919	20	6	8	47	[(5283, 0), (8474, 1), (3565, 1), (8455, 1), (9035, 0), (3426, 0), (774, 0), (5919, 0), (2919, 0), (8551, 0), (3463, 0), (260, 2), (8034, 0), (5165, 2), (5705, 2), (2090, 0), (3894, 0), (514, 2), (8676, 0), (2000, 0), (5148, 0), (3009, 0), (3076, 0), (8767, 2), (5531, 0), (5220, 0), (7087, 0), (3731, 0), (5353, 2), (7146, 1), (8816, 0), (8830, 0), (9165, 1), (1261, 2), (1348, 0), (7369, 0), (625, 0), (6069, 1), (435, 0), (9049, 2), (6803, 1), (5732, 1), (8209, 0), (1391, 0), (6557, 0), (5271, 1), (1834, 0)]
1920	1	1	2	0	[]
1921	1	4	8	0	[]
1922	2	4	8	0	[]
1923	2	1	2	0	[]
1924	1	1	3	0	[]
1925	1	1	8	0	[]
1926	1	1	8	0	[]
1927	12	3	2	0	[]
1928	1	1	8	0	[]
1929	7	4	16	0	[]
1930	2	1	2	0	[]
1931	2	4	8	0	[]
1932	2	1	8	0	[]
1933	1	4	16	0	[]
1934	1	1	8	0	[]
1935	1	1	2	0	[]
1936	5	6	8	0	[]
1937	2	5	8	0	[]
1938	2	1	8	1	[(6659, 0)]
1939	3	1	8	0	[]
1940	3	1	8	0	[]
1941	3	1	12	0	[]
1942	2	1	8	0	[]
1943	2	1	8	0	[]
1944	4	2	8	0	[]
1945	7	6	8	2	[(1405, 2), (8386, 2)]
1946	3	3	4	0	[]
1947	2	1	8	0	[]
1948	2	1	8	0	[]
1949	17	3	8	0	[]
1950	1	4	8	0	[]
1951	1	1	2	0	[]
1952	152	6	8	23	[(4179, 1), (3021, 0), (6972, 0), (6416, 0), (7221, 2), (3748, 1), (28, 2), (2647, 1), (5720, 1), (5522, 0), (8980, 1), (4376, 0), (2964, 0), (7055, 0), (6129, 0), (2902, 2), (4601, 0), (4109, 1), (6070, 1), (5825, 1), (3250, 0), (798, 0), (4202, 2)]
1953	2	1	8	0	[]
1954	1	1	16	0	[]
1955	18	3	3	0	[]
1956	3	1	8	0	[]
1957	3	1	8	0	[]
1958	2	1	8	0	[]
1959	5	2	8	0	[]
1960	2	1	8	0	[]
1961	2	1	8	0	[]
1962	10	1	8	1	[(6369, 2)]
1963	1	4	8	0	[]
1964	1	4	8	0	[]
1965	1	1	8	0	[]
1966	1	4	8	0	[]
1967	2	4	16	0	[]
1968	2	1	8	0	[]
1969	3	3	16	0	[]
1970	1	1	8	0	[]
1971	3	1	6	1	[(6659, 0)]
1972	14	12	16	1	[(5930, 2)]
1973	30	2	8	7	[(3097, 1), (7481, 2), (798, 0), (689, 1), (7019, 1), (3144, 2), (1154, 0)]
1974	1	2	16	0	[]
1975	2	1	8	0	[]
1976	3	1	8	0	[]
1977	4	1	8	0	[]
1978	5	1	8	0	[]
1979	4	2	8	0	[]
1980	2	1	8	1	[(1919, 0)]
1981	3	1	12	1	[(798, 0)]
1982	4	5	8	0	[]
1983	5	2	2	1	[(798, 0)]
1984	4	1	4	0	[]
1985	1	2	8	0	[]
1986	2	4	8	0	[]
1987	8	2	8	2	[(798, 0), (2042, 2)]
1988	2	1	8	0	[]
1989	1	4	8	0	[]
1990	7	2	8	0	[]
1991	2	1	3	0	[]
1992	1	4	8	0	[]
1993	6	3	8	0	[]
1994	2	2	8	0	[]
1995	1	1	1	0	[]
1996	1	1	8	0	[]
1997	16	1	8	0	[]
1998	79	12	16	21	[(5111, 0), (2353, 0), (3284, 0), (8716, 0), (4667, 0), (8653, 0), (7217, 0), (2082, 0), (2272, 0), (8287, 0), (3845, 0), (312, 0), (8221, 0), (7394, 0), (7426, 0), (6261, 0), (1025, 0), (4486, 2), (4736, 2), (5490, 0), (188, 0)]
1999	2	1	2	0	[]
